docId,title,content,source,url,publishedAt,year,collectedAt,accessibilityTarget,category,priority,isDisabilityRelated,sourceType,appRelevanceScore,appUseCase,targetKeywordGroup,exclusionReason
,광주광역시 예술이 꽃피는 시장…대인예술야시장 19일 개장,"장애인신문·웰페어뉴스=양정기 기자 |광주광역시는 오는 6월19일부터 10월31일까지 문화예술의 창작·향유 활동과 시장경제 활성화가 어우러진 ‘2026 대인예술야시장’을 개장한다.‘2026 대인예술야시장’은 ‘아시아 문화예술 활성화 거점 프로그램’의 하나로, 문화체육관광부가 지원하고 광주시가 대인예술시장과 협력해 운영한다.대인예술야시장은 개장 기간 금요일 혹은 토요일 오후 4시부터 9시까지 총 12회 운영한다.특히 6월 19일부터 27일까지 2주간은 월드컵 축제 분위기에 맞춰 매주 금요일과 토요일에 개장한다.올해 대인예술야시장은 ‘예",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207661,2026-06-18,2026,2026-06-18T23:40:05+09:00,ALL,일반뉴스,LOW,FALSE,RSS,3,NOT_RECOMMENDED,,NOT_DISABILITY_RELATED
,제2회 탐라장애인종합복지관장배 장애인 슐런대회 개최 및 참가자 모집,"장애인신문·웰페어뉴스=양원준 기자 |탐라장애인종합복지관(관장 고현수)은 오는 7월 31일 오전 10시 복지관 체육실에서 ‘제2회 탐라장애인종합복지관장배 장애인 슐런대회’를 개최하고 참가자를 모집한다.이번 대회는 장애인의 생활체육 참여 확대와 참가자 간 교류 활성화, 건강한 여가문화 조성을 위해 마련됐으며, 지체장애·청각 및 기타장애·발달장애 등 장애 유형별 3인 1조 단체전으로 진행된다. 또한 비장애인도 함께 참여해 장애인과 비장애인이 어우러지는 화합과 소통의 통합 스포츠 축제가 될 것으로 기대를 모으고 있다.특히 복지관 자조모임인",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207659,2026-06-18,2026,2026-06-18T23:40:05+09:00,PHYSICAL_IMPAIRED,일반뉴스,LOW,TRUE,RSS,36,NOT_RECOMMENDED,,GENERAL_NEWS_ONLY
,창원시아동보호전문기관·마산합포구청 아동학대예방캠페인 실시,"장애인신문·웰페어뉴스=양원준 기자 |창원시아동보호전문기관(관장 조정우)은 2026. 6. 17.(수) 창원특례시 마산합포구 소재의 마산합포구청에서 아동학대예방캠페인을 진행했다.아동학대예방캠페인은 창원시아동보호전문기관과 창원시설공단 교통편의팀이 함께 진행하였으며, 민방위 교육 대상자를 대상으로 진행하였다.내용으로는 아동학대의 종류, 아동학대 신고번호 등을 대해 안내하였으며, 학대피해아동 민기를 찾아라 활동을 통해 학대피해아동에 대한 관심을 독려했다.관장 조정우는“이번 캠페인을 통해 아동학대에 많은 관심을 가지고 위기 상황에 놓인 아동",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207658,2026-06-18,2026,2026-06-18T23:40:05+09:00,ALL,권리/차별,URGENT,FALSE,RSS,15,URGENT_ALERT,,NOT_DISABILITY_RELATED
,"금천노인종합복지관, 「보이스피싱 제로 교육」 실시","장애인신문·웰페어뉴스=양원준 기자 |금천노인종합복지관은 지난 6월 10일(수) 오후 1시, 어르신들의 보이스피싱 피해 예방과 금융사기 대응 역량 강화를 위해 「보이스피싱 제로 교육」을 실시했다. 이번 교육은 신한은행, 굿네이버스, 사회복지공동모금회(사랑의열매), 금융감독원, 경찰청과 연계하여 진행되었으며, 최근 증가하고 있는 보이스피싱 범죄 수법과 예방 방법, 실제 사례를 통한 대응 요령 등을 중심으로 교육이 이루어졌다.이날 교육에는 총 41명의 어르신이 참여해 높은 관심을 보였다. 또한 교육 수료 후 희망자를 대상으로 1년간 사이",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207657,2026-06-18,2026,2026-06-18T23:40:05+09:00,ALL,취업/교육,MEDIUM,FALSE,RSS,15,INFO_CARD,,NOT_DISABILITY_RELATED
,"미스트롯 초대 우승자 송가인, 2,000만 원 기부","장애인신문·웰페어뉴스=양원준 기자 |아동복지전문기관 초록우산(회장 황영기)은 미스트롯 초대 우승자 송가인이 가족돌봄아동 지원을 위해 2,000만 원 기부와 함께 MBN '기적의 시작: 함께 ON' 나눔 방송을 진행한다고 18일 밝혔다.초록우산이 MBN과 진행하는 '기적의 시작: 함께 ON'은 어려운 환경에서도 꿈과 재능을 키워가는 아동 지원을 위한 사회적 관심을 높이고, 이들을 위한 지속 가능한 성장 지원 체계를 마련하고자 기획된 나눔 프로그램이다.초록우산은 이번 방송을 통해 보호자의 질병이나 사망, 생계 문제 등으로 어린 나이에",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207656,2026-06-18,2026,2026-06-18T23:40:05+09:00,ALL,복지지원,LOW,FALSE,RSS,15,INFO_CARD,,NOT_DISABILITY_RELATED
,"세아특수강, 지파운데이션에 4,200만 원 상당 물품 기부…국내외 취약계층에 문구 세트•건강차 전달","장애인신문·웰페어뉴스=양원준 기자 |국제개발협력NGO 지파운데이션(대표 박충관)은 세아특수강(대표 이강현)이 국내외 취약계층 지원을 위해 4,200만 원 상당의 물품을 기부했다고 18일 밝혔다.이번 기부는 기업의 성장이 사회적 책임으로 이어져야 한다는 세아특수강의 가치 아래, 도움이 필요한 이웃과 복지 현장에 실질적인 보탬을 전하고자 마련됐다.세아특수강이 기부한 물품은 문구 세트 및 건강차 선물 세트 총 1,178개로, 약 4,200만 원 상당이다. 해당 물품은 지파운데이션 협력기관을 통해 교육 지원이 필요한 국내외 아동·청소년과",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207655,2026-06-18,2026,2026-06-18T23:40:06+09:00,ALL,취업/교육,MEDIUM,FALSE,RSS,15,INFO_CARD,,NOT_DISABILITY_RELATED
,"목포청년센터 누리, 책과 와인의 만남…‘책은 핑계고’인문학 특강 개최","장애인신문·웰페어뉴스=김민재 기자 |목포청년센터 누리는 오는 6월 24일 오후 4시, 목포청년센터 누리에서 지역 청년들을 대상으로 인문학 특강 ‘책은 핑계고: 책과 와인의 페어링’을 개최한다.이번 강좌는 청년들의 문화적 감수성을 높이고 인문학적 소양을 넓히기 위해 마련됐다. 와인에 담긴 역사와 문화, 그리고 문학 작품 속 이야기를 함께 살펴보며 책과 와인이 지닌 공통점을 발견하는 시간으로 진행된다.강연은 독특한 콘셉트의 동네책방 ‘샤또 채끄바항’을 운영하는 김정효 대표가 맡는다. 김 대표는 와인의 역사와 특징, 생산 과정에 담긴 다",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207654,2026-06-18,2026,2026-06-18T23:40:06+09:00,ALL,일반뉴스,LOW,FALSE,RSS,15,NEWS_REFERENCE,,NOT_DISABILITY_RELATED
,"월드비전, 국회연구단체 약자의 눈과 함께 '2026 한국 미래세대 꿈 지원 정책 포럼' 성료","장애인신문·웰페어뉴스=양원준 기자 |국제구호개발 NGO 월드비전(회장 조명환)이 17일 국회의원회관에서 '2026 한국 미래세대 꿈 지원 정책 포럼'을 국회의원 연구단체 '약자의 눈'과 공동으로 개최했다.'AI 시대 디지털 격차 해소, 꿈에서 답을 찾다'를 부제로 열린 이번 포럼은 AI 기술 발전과 사회 변화 속에서 취약계층 아동·청소년이 겪고 있는 꿈과 진로, 디지털 역량 격차 문제를 진단하고, 해결하기 위한 정책 과제를 논의했다.오전에 진행된 1부에서는 ‘월드비전 꿈지원사업 10년 성과연구 보고’를 통해 양적·질적 연구와 사회적",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207652,2026-06-18,2026,2026-06-18T23:40:06+09:00,ALL,지원사업/모집,HIGH,FALSE,RSS,15,BAND_NOTIFICATION,,NOT_DISABILITY_RELATED
,"400년 전통 구포시장, ‘백년시장’ 선정으로 새 도약…북구 경제·관광 중심지로 거듭난다",장애인신문·웰페어뉴스=김쌍주 기자 | 향후 2년간 최대 30억 원 투입주차장 확충·야시장 활성화·관광 연계 통해 북구대표 체류형 관광시장 육성기대부산 북구를 대표하는 전통시장인 구포시장이 중소벤처기업부가 주관하는 ‘백년시장 육성사업’ 대상지로 최종 선정되면서 지역경제 활성화에 대한 기대감이 높아지고 있다.400년의 역사와 전통을 간직한 구포시장이 정부지원을 바탕으로 시설현대화와 관광콘텐츠 확충에 나서며 북구의 새로운 성장 동력으로 주목받고 있다.이번 사업은 단순히 노후 시설을 개선하는 전통시장 지원 사업을 넘어 지역의 역사성과 문화,웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207650,2026-06-18,2026,2026-06-18T23:40:06+09:00,ALL,일반뉴스,LOW,FALSE,RSS,15,NEWS_REFERENCE,,NOT_DISABILITY_RELATED
,"부산 북구, 6월 20~28일 '트래블로드 주간' 개최…수국축제·어린이 사생대회 풍성","장애인신문·웰페어뉴스=김쌍주 기자 |부산 북구가 오는 6월 20일부터 28일까지 9일간 '제2회 트래블로드 주간'을 운영하며 수국축제와 어린이 사생대회, 걷기 미션 이벤트 등 다양한 프로그램을 선보인다.북구는 지난해 처음 개최한 트래블로드 주간이 주민과 관광객들의 큰 호응을 얻음에 따라 올해도 대천천누리길 일원 수국정원을 중심으로 행사를 확대 운영한다고 밝혔다.행사기간 동안 화명수목원 인근 대천천누리길에서는 '수국과 함께하는 트래블로드 주간 행사'가 열린다.아름답게 조성된 수국정원을 배경으로 다양한 체험프로그램과 연계행사가 마련돼",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207649,2026-06-18,2026,2026-06-18T23:40:06+09:00,ALL,일반뉴스,LOW,FALSE,RSS,3,NOT_RECOMMENDED,,NOT_DISABILITY_RELATED
,"부산시설공단, 지역복지기관과 손잡고 ‘찾아가는 안전교육’ 실시","장애인신문·웰페어뉴스=김쌍주 기자 |부산시설공단이 지역복지기관과 협력해 시민들의 안전의식을 높이고 위기대응능력을 강화하기 위한 ‘찾아가는 안전교육’을 진행했다.이번 교육은 일상생활에서 발생할 수 있는 각종 안전사고를 예방하고, 위급 상황 발생 시 신속하고 올바르게 대처할 수 있도록 돕기 위해 마련됐다.교육에는 복지기관 이용자와 종사자들이 참여해 생활 속 안전수칙과 응급처치 방법을 배우는 시간을 가졌다.교육프로그램은 화상 및 감전사고 발생 시 대응요령, 세제 등 생활화학제품 오음용 시 응급조치방법, 넘어짐 사고예방을 위한 안전수칙 등",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207648,2026-06-18,2026,2026-06-18T23:40:06+09:00,ALL,재난/안전,URGENT,FALSE,RSS,55,URGENT_ALERT,SAFETY_ACTION,NOT_DISABILITY_RELATED
,"관현맹인전통예술단, 학산 가족음악회서 ‘세종의 날개’ 공연 개최","장애인신문·웰페어뉴스=양원준 기자 |관현맹인전통예술단(단장 최동익)은 미추홀학산문화원이 주최한 2026 학산가족음악회 공모사업에 선정돼 오는 6월 24일 인천 학산소극장에서 특별공연 ‘세종의 날개’를 선보인다. 이번 공연은 세종대왕의 창제 정신과 포용의 가치를 현대적으로 재해석한 무대로, 전통예술과 인공지능(AI) 기술을 접목해 장애와 비장애의 경계를 넘어 모두가 함께 공감할 수 있는 문화예술 콘텐츠로 마련됐다.특히 시각장애 예술인들이 AI 기술을 활용해 직접 창작한 음악을 무대에 올리며 전통예술의 새로운 가능성을 제시한다. 또한",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207647,2026-06-17,2026,2026-06-18T23:40:06+09:00,ALL,일반뉴스,LOW,FALSE,RSS,31,NOT_RECOMMENDED,,NOT_DISABILITY_RELATED
,"최보윤 의원, ‘상급종합병원’ 명칭 ‘중증종합병원’으로 바꾸는 의료법 개정안 대표발의","장애인신문·웰페어뉴스=양원준 기자 |국민의힘 최보윤 의원(비례대표, 국회 보건복지위원회)은 현행 의료법상 ‘상급종합병원’의 명칭을 ‘중증종합병원’으로 변경하는 「의료법 일부개정법률안」을 대표발의했다고 밝혔다.현행 의료법은 일정 요건을 갖춘 종합병원 중 중증질환에 대하여 난이도가 높은 의료행위를 전문적으로 수행하는 종합병원을 보건복지부장관이 ‘상급종합병원’으로 지정할 수 있도록 규정하고 있다.그러나 명칭에 포함된 ‘상급’이라는 표현이 해당 병원의 핵심 기능인 ‘중증질환 치료’보다는 의료기관의 등급이나 규모의 우월성을 강조하는 의미로",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207645,2026-06-17,2026,2026-06-18T23:40:06+09:00,ALL,의료/건강,MEDIUM,FALSE,RSS,15,POLICY_REFERENCE,,NOT_DISABILITY_RELATED
,"전국푸드뱅크-김소형채널H, 취약계층 어르신 위한 우유 기부",장애인신문·웰페어뉴스=양원준 기자 |한국사회복지협의회(회장 김현훈)는 17일 강남푸드지원센터 3호점에서 김소형채널H(원장 김소형)와 함께 취약계층 어르신을 위한 우유 기부 전달식을 개최했다.구독자 175만 명의 유튜브 채널 ‘김소형채널H’를 운영하며 건강 정보를 전달해 온 한의학박사 김소형 원장은 “평소 노년층의 영향 불균형 해소에 관심을 갖고 있던 중 이번 우유 지원에 참여했다”며 “작은 정성이지만 어르신들의 영양 관리에 조금이나마 도움이 되길 바란다”고 말했다.김현훈 한국사회복지협의회장은 “기부받은 우유는 도움이 필요한 어르신들,웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207644,2026-06-17,2026,2026-06-18T23:40:06+09:00,ALL,의료/건강,MEDIUM,FALSE,RSS,15,INFO_CARD,,NOT_DISABILITY_RELATED
,장성군 “필암서원에 가면… 나도 선비!”,"장애인신문·웰페어뉴스=양정기 기자 |장성군이 올해 국가유산청 ‘세계유산 활용 프로그램 공모사업’ 선정으로 차별화된 체험 프로그램을 선보인다.군은 토요일인 이달 27일 초·중등생을 대상으로 ‘조선 유생 로그인’을 주제로 한 다채로운 프로그램을 운영할 예정이다.참가자들은 유생복을 입고 유물전시관 관람, 필암서원 탐방, 전통문화 체험 등에 참여한다.청절당 강학 시간에는 필암서원이 기리고 있는 하서 김인후 선생의 삶과 성리학, 인종 임금의 스승으로서의 면모, 선비의 마음가짐 등을 배우게 된다.선비의 다짐 족자 쓰기, 자개 책갈피 만들기,",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207643,2026-06-17,2026,2026-06-18T23:40:06+09:00,ALL,권리/차별,LOW,FALSE,RSS,15,INFO_CARD,,NOT_DISABILITY_RELATED
,"광주광역시 동구 “전시 보고, 장터 즐기고”…충장22 문화행사 풍성","장애인신문·웰페어뉴스=양정기 기자 |광주 동구는 대표 복합문화공간인 ‘충장22’에서 오는 18일부터 24일까지 국제 레지던시 프로그램 결과발표전 ‘On-Off RUNNING’을 개최하고, 이어 20~21일에는 시민참여형 플리마켓 ‘언타이틀 마켓(UNTITLE MARKET)’을 운영한다고 밝혔다.먼저 국제 레지던시 결과발표전 ‘On-Off RUNNING’은 몽골 출신 예술가 엘마(N. Tsevelmaa)와 운드람(Undram Enkhbold)이 지난 두 달간 광주에 머물며 진행한 창작 활동의 성과를 시민과 공유하는 자리다.전시명 ‘O",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207642,2026-06-17,2026,2026-06-18T23:40:06+09:00,ALL,일반뉴스,LOW,FALSE,RSS,3,NOT_RECOMMENDED,,NOT_DISABILITY_RELATED
,"광주 광산구, 건강채움 요리교실로 건강한 식생활 지원","장애인신문·웰페어뉴스=양정기 기자 |광주 광산구가 영양플러스사업 참여자를 대상으로 건강한 식습관 형성과 균형 잡힌 영양 섭취를 돕기 위해 ‘건강채움 요리교실’을 운영했다고 17일 밝혔다.영양플러스사업은 중위소득 80% 이하 가구의 영양 위험 요인이 있는 임산부와 영유아를 대상으로 영양교육과 보충식품을 제공해 영양상태를 개선하고 건강증진을 지원하는 사업이다.영양플러스 사업의 일환으로 추진한 ‘건강채움 요리교실’은 총 3회에 걸쳐 운영됐으며, 임산부와 영유아 보호자 등 45명이 참여했다.참여자들은 영양플러스 보충식품을 활용해 빈혈예방에",웰페어뉴스 RSS,https://www.welfarenews.net/news/articleView.html?idxno=207641,2026-06-17,2026,2026-06-18T23:40:06+09:00,ALL,재난/안전,MEDIUM,FALSE,RSS,35,INFO_CARD,,NOT_DISABILITY_RELATED
